Turismo
5393.76
5116.92
5693.63
5251.14
5529.96
5356.5
5527.19
5647.64
5094.98
5322.62
5592.11
6004.82
5571.41
5293.28
5854.89
5465.66
5720.65
5546.82
5728.36
5817.23
5300.15
5525.28
5793.24
6223.58
5406.14
5128.2
5688
5307.51
5525.83
5348.03
5546.51
5627.87
5140.59
5355.15
5595.13
6037.66
5416.11
5163.79
5801.32
5345.2
5564.12
5413.56
5615.18
5654.88
5174.17
5404.19
5678.29
6095.36
5528.52
5614.74
5956.18
5415.45
5423.91
5550.72
6061.64
6120.79
5773.28
5836.8
6319.23
6491.88
5632.57
5201.62
5707.4
5264.47
5459.81
5452.59
5380.1
5441.18
5091.98
5172.53
5562.71
5790.45
5472.24
5071.83
6130.26
5258.49
5658.12
5599.9
5758.05
5972.99
5233.51
5439.44
5712.02
6184.14
5643.48
5294.61
5896.66
5860.68
6013.77
5259.35
5814.41
5849.37
5241.04
5493.26
5567.39
6396.21
5658.55
5733.75
6490.02
5822.25
5659.64
5793.64
6021.09
6082.68
5655.85
6120.64
6047.55
6541.49
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
5876.681
6634.63
6317.58
7418.96
6699.47
6918.15
6711.63
6592.02
6645.1
6673.34
7222.39
6793.48
7473.93
5753.22
5891.5
7136.81
6587.23
7092.9
6363.77
6877.66
6894.73
5963.49
6924.71
6914.82
7737.93
6683.028
6518.621
7273.193
7860.837
6722.129
6484.476
7322.713
6917.742
6868.301
6720.523
7106.219
7582.536
7356.531
6291.61
6822.163
7218.209
6618.077
6259.559
6698.873
6491.567
6565.637
7417.843
7231.307
8044.651
7024.39
6641.52
7496.26
6743.12
6759.69
6286.65
6929.95
6872.37
6494
6920.24
7063.45
7912.37
7166.13
6376.96
7422.78
7161.62
7546.99
7102.17
7245
6939.58
6647.25
6776.61
6827.51
8233.3
7029.85
6821.96
7781.68
7329.94
7687.29
7475.83
8003.88
7661.44
6923.84
7385.87
7600.38
8692.27
7743.29
7341.13
8422.32
7063.41
7823.76
7585.45
7944.86
7555.78
7732.91
7468.79
7597.68
8635.67
7901.72
7158.02
8659.74
8414.54
7367.9
7218.61
8358.21
7701.18
7484.6
8081.04
7907.47
8961.1
8410.99
7750.94
8901.17
8586.48
8279.47
7923.57
9177.45
8192.26
7544.06
8048.07
8034.55
9019.71
8397.27
8411.45
9182.02
8649.62
8366.14
8737.11
9078.34
8907.04
8480.76
8819.39
9094.6
9549.63
9366.84
8616.06
9178.55
8666.57
8591.05
8419
8515.09
8412.1
6297.73
7697.78
7789.58
9168.49
9286.466
8428.014
8962.331
8584.8
8041.842
7665.768
7641.504
7759.809
7633.852
8103.336
8404.532
9641.931
8023.428
7625.544
7681.686
7476.918
7369.688
7262.756
7443.603
7568.049
7360.348
7582.299
8156.704
8778.819
8123.151
8070.284
8643.839
8349.146
8029.096
7489.852
8184.456
8023.886
7667.98
8209.053
8384.355
10074.608
8480.951
8261.27
9452.889
8676.908
8513.595
8242.622
8894.137
8002.175
8179.075
8511.574
8307.688
9623.183
8609.065
8013.282
8791.654
8554.117
8560.247
7479.71
8091.257
7376.497
7313.256
7631.433
7711.645
9568.832
8233.364001
7965.899
8348.169
7930.795999
7564.737
7383.178999
7488.809
7445.547999
6682.765002
7750.224
7848.497
8940.031001
7939.455
7876.295999
8672.365
7691.860001
7746.615999
7618.439999
7945.764998
7398.551001
6493.115999
7355.473
7572.585143
8637.128543
7674.979734
7172.327706
7940.860401
7543.980072
6283.046199
6728.915086
7570.81088
7269.156034
6745.537967
7301.462365
7316.998977
8495.968327
7244.053368
6650.615944
7756.519713
7227.090638
6885.042338
6670.339115
6643.915153
6482.312562
5962.029044
6314.747121
6386.883443
7729.744309
6574.283055
6071.874801
7053.729872
6694.822204
6391.149402
6191.366944
6262.714492
6045.781585
5352.072464
5629.382877
6186.496554
7278.11691
6367.103467
6310.611006
6942.184306
6346.291996
6405.364335
6262.621316
6544.19927
6186.151103
5672.44652
6171.288073
6324.344187
7216.066184
6522.11049
6004.200392
6971.837638
6326.75062
6289.098436
6240.971911
6562.792874
6592.508122
6088.305163
6457.908901
6821.840025
7221.847824
6660.541
6314.51
7342.407
6687.433
6709.127
6676.562
6804.41
6486.123
5692.394
6605.701
7095.951
7966.916
7155.655
6839.041
7747.441
7170.372
7064.729
7082.798
7474.672
6834.62
6512.012
7209.003
7568.75
8469.54
7807.937
7666.47
8624.828
7716.538
7664.594
7781.286
7991.349
7387.436
7016.953
7847.581
8012.219
9335.925
8270.559
7789.5
8902.795
8184.04
7843.937
8360.238
8707.651
7721.785
7472.094
7987.787
8495.656
9613.244
8362.829
8026.864
9307.427
8317.75
8214.353
8233.034
8243.54
7808.526
6472.18
7714.15
7592.188
8204.185
7923.765
7662.561
9041.057
8074.034
7767.355
7790.336
8232.619
7894.372
7009.269
8116.975
8576.973
9316.721
